id;description;DEF
1105690122802743;Vigilante Sprengkommandos formen und diese Hassschulen und Waffenlager auch Moschee genannt systematisch in die Luft sprengen.;FALSE
1035641363140953;"Andreas Wege, wir Dresdner arbeiten daran, daß Ähnliches in Sachsen niemals passieren wird.
Das kann nur funktionieren, wenn die hormongesteuerten Asylforderer einen Bogen um Sachsen machen, weil denen von hier ein mächtiger Gegenwind entgegen bläst. ....";FALSE
1097180266987062;"Gegen Abdel-Samad können die Internazis der Parteien der Internationalistischen Einheitsfront mitsamt angeschlossener Antifa-/Autonomen-Kampfgruppen nicht so richtig anstinken - schließlich ist er per Defninition selbst ein ""Refugee"" und Asylberechtigter, nach all dem, was mit ihm in Ägypten geschah.";TRUE
1012234332148323;und noch was für diese Vollpfosten... unsere neuen hochgebildeten Ingenieure und Doktoren haben absolute Sprach- und Traditionsprobleme... oder anders herum, die verstehen das Problem gar nicht;TRUE
858079557563802;ihr könnt denken ? Halte ich für das Gerücht des Jahrtausends :D Eure vorfahren waren vermutlich die, die wie die fligen hitler hinterher gerannt sind und ihm noch den arsch geküsst haben wärend ihre verwandten ins KZ gesteckt wurde;FALSE
1111332562238499;"Gutscheine für Kleidung? 
Was ist mit den Deutschen Familien die nen Antrag auf Bekleidung stellen? 
Die bekommen alle ne Absage, von der Arge, 
und solche Kanalratten bekommen einmal mehr alles in ihren Islamistischen Arsch gesteckt... 
Wird Zeit das die Regierung aufgelöst, oder weggebombt wird... Unfassbar sowas...";FALSE
857942904244134;So werden wir belogen und betrogen . Bezahlte Anschläge vom Staat .;FALSE
993918400646583;Die Merkel ist in meinen Augen nicht mehr ganz dicht.....sie leidet doch unter totalem Realitätsverlusst!!!!!! Es wird Zeit damit die jetzt endlich weg kommt.... und zwar sofort! !!!!!!;FALSE
894846760553748;Der Islam tötet täglich auf der Welt mehr als 1000 Menschen. Wollen wir das in Europ haben?;FALSE
1065028530202236;Ja und in mein Keller findet man das Serum gegen verblödete Politiker und gehirnlose Antifaschisten;FALSE
960927587278998;"Rosa Weiss, ist doch hinlänglich bekannt, dass sich hinter diesen Organisationen der letzte ""Abschaum und arbeitsscheues Gesindel"" befindet und bei den Plattköpfen, in Berlin, hohe Anerkennung findet. Sollten sich die Zeiten ändern, wird man für diese Unproduktiven auch einen Arbeitsplatz bereitstellen, um das Bruttosozialprodukt zu steigern.";FALSE
1055116547860101;hoffentlich nehmen wir nur Kinder. Dann werden wir erst in 10 Jahren von denen erschossen.;FALSE
1095996907105398;"Ich weiß nicht, warum man sie immer noch mit Samthandschuhen anfasst! Wegtragen und fertig! Es gibt kein Recht, sich das Zielland auszusuchen. ""Willst du Asyl, stell deinen Antrag in Griechenland oder ab zurück in die Türkei!""";FALSE
888003717904719;"Der Islam ist KEINE Religion!!!   Der Islam ist die mit Abstand menschenverachtendste Weltanschauung, welche nicht das Leben sondern den Tod verehrt, entsprungen aus den schizophrenen Wahnvorstellungen (eines mordenden, raubenden, egozentrischen, pädophilen, Schafe hütenden, geisteskranken Analphabeten, den diese Leute „Propheten"" nennen, der wahrscheinlich sogar der inkarnierte Antichrist war), welche durch unverarbeitete Traumata, hervorgerufen durch den frühen Tod seiner Mutter, seines Großvaters, seiner Frau Chadidscha und seines Sohnes Ibrahim, gepaart mit dem Spott der Mekkaner, die Grundlage einer angeblichen Religion bilden. Das kann und darf man in einer Kultur, welche christlich-abendländisch geprägt ist und das Mysterium von Golgatha („Vater vergib ihnen, denn sie wissen nicht was sie tun"") verehrt, wie der unseren, niemals zulassen, dass alle menschlichen Wertvorstellungen durch den Islam so derart lebensfeindlich untergraben werden. Der Islam gehört nicht zu Deutschland.   Das ist der wahre Islam, und Mohammed war sein „Prophet""... ACHTUNG SEHR GRAUSAMES BILDMATERIAL (18+) http://www.mpolska24.pl/post/6737/holokaust-chrzescijan";FALSE
856807764357648;"Welche Arroganz wohnt einem Stefan Helmke inne, wenn er fordert, dass meine Steuern für Asylbetrüger verwendet werden sollen! 
Wieviele Asylbetrüger füttert ein Stefan Helmke denn privat durch? 
Oder fordert der Stefan Helmke nur, dass andere gefälligst Steuern zahlen sollen für seine Deutschlandfeindliche Einstellung?";FALSE
1057893074249115;Man könnte vermuten das dies der wahre Gedanke von Europa ist,in dem man zusammenarbeitet und sich gegenseitig hilft.Fr.Merkel,sie sabotieren jegliche Vernunft,leider denke ich,dass sie nicht daraus lernen werden.;FALSE
1043700345668388;negative Presse?--Mittlerweile weiß es jeder aufgeklärte Bürger,dass man der Lügenpresse keinen Glauben mehr schenken kann--Dass Verhältnis Presse-Regierung--Volk--ist so wie in der DDR--Man glaubt denen einfach nicht mehr und nimmt es allenfalls noch zur Kenntnis;TRUE
858281024210322;Es ist offensichtlich wo man heut zu Tage Nationalsozialisten findet.....die nennen sich Al-Kaida, IS, Boko Haram, Abu-Sajaf, Hamas, Taliban, Salafisten u.Ä. ........nur das kappieren die Bunten nicht :-(;FALSE
1069527479752341;https://www.youtube.com/watch?v=OoV_gsbYcxI - Crystal Meth - Hell of a drug. Schmeißt die Junkies raus.;FALSE
1010179405687149;Wir wollen in unserer Heimat keinen nahen Osten, keine rückständige muslimische Gesellschaft, die uns ihre Konflikte aufzudrücken sucht! Multikulti soweit okay, wenn sich diese Ausländer unseren Werten anpassen und unsere Demokratie und das GG akzeptieren, sonst bitte woanders hin!;FALSE
935479756490448;"Hochachtung für die ""Helden"" von damals! Sie haben einen fundamentalen Grundstein gelegt, das man das arbeitende Volk noch für dumm verkaufen kann!";TRUE
1111624782209277;"Dresden hat mal wieder Gesicht gezeigt.
Das Beweist mal wieder, wir lassen uns nicht vom MERKEL REGIME unterkriegen, NIEMALS.";FALSE
876247895746968;"Am schädlichsten ist wohl die ""Arbeitsagentur"", die - gesteuert von ihren Nazichefs - diese ihre menschenverachtende Vorgehensweise betreibt, die man schon moderne Euthanasie nennen kann !

Der Mensch ist defacto abhängig gemacht worden, wird stets bevormundet, ist nicht mehr Herr seiner Selbst, muß sich ""melden"" und ""abmelden"", ist ein ""legalisiert"" politischer Gefangener !

Arbeitsagenturen und ihre Mitarbeiter sind gleich nach den ""Politikern"" die allergrößten NAZISCHWEINE und Viele von Denen verdienen auch noch die Prädikate SOZIOPATH und PSYCHOPATH Davor !";TRUE
1052388388132917;Sehr gut geschrieben und danke. Das Problem ist aber die Alte in Berlin mit Ihrer Bande !!  Die müssen schnellstens weg, dann kehrt auch wieder Ordnung ein !!;TRUE
885325038172587;"Die ""Systemlinge"" leben von und durch das System. Sie sägen sich doch diesbezüglich, trotz Wissen um die Sachlage, nicht selbst ab.  Fast die gesamte Politik und alle Medien sowie die Linksextremen und Grünen und sonstige ""Loser"" sind die, die von dem System leben und daher alles bekämpfen was eine Änderung der Systematik nach sich ziehen würde. Das ist der reine Selbsterhaltungstrieb von Narzissten!";FALSE
857972417574516;Sie sind  fast alle gleich, ich kenne genug von denen sodass ich mir die Meinung erlauben darf !! Erfahrungen ! Ich sage nur, daß wenn ein deutscher eine schwangere Türkin auf die Art getötet hätte würde sich alles darum drehen und das über mehrere Tage lang, es würde immer mehr ausgeschlachtet werden! Und hier 1-2 mal erwähnt...ist ja nichts besonderes,Einzelfall,  jaja, Deutschland  verteidige dich. Es kommt der Tag wo die Bevölkerung Selbstjustiz ausführen wird ! Und jetzt diskutiere ist nicht mehr weiter !;FALSE
1055074841197605;"Das Problem heißt IM Erika alias A. Merkel, diese transatlantische Marionette, die uns diese Völkerwanderung primitiv-archaischer Unkulturträger eingebrockt hat!

Andere europäische Staaten, Staatsmänner haben klug gehandelt und die Grenzen dicht gemacht! 

Merkel überfremdet durch ihre Einladung an die gesamte islamische Welt Europa, als dass jetzt schon aufgrund der ""hiesigen"" Moslems der Fall ist. 

MadMama zerstört Deutschland und Europa !

MadMama gehört eingewiesen!";FALSE
957666687605088;und genau darauf habe ich gewartet ... immer wenn hier einer gegen pegida geschossen hat, habe ich gefragt, was denn mit den ganzen menschen passieren soll ... ob sie nun für immer in containern, turnhallen und zelten wohnen sollen, wo es doch in deutschland schon jetzt viel zuwenig bezahlbaren wohnraum für die hier lebenden bürger gibt, welche jobs sie mal machen sollen, wo wir doch schon 3 millionen arbeitslose haben und und und ... naja und nun gehen die ersten auf die barrikaden und es werden viele folgen .... also jeder der hier gegen pegida schießt kann schon mal ein zimmer räumen, denn bald wird es hier richtig lustig ... http://www.tz.de/muenchen/region/holzkirchen-asylbewerber-protestieren-gegen-unterkunft-tz-5301409.html;FALSE
856800987691659;Wegen so Menschen wie wir, ist deutschland nunmal deutschland. ihr seid volltrottel, wenn wir alle gehen, wird deutschland zusammebrechen. dann könnt ihr gleich den adolf wiedererwecken ihr hirnlosen hartz4 empfänger;FALSE
888176241220800;Schade, dass die FNP in Frankreich ist und nicht bei uns, die würde ich doch glattweg seit Jahren wählen und Marine Le Pen sieht nicht so scheiße aus wie die Genossin Merkel...;FALSE
993931740645249;"Es freut mich das immer Menschen begreifen was uns die Politiker und Merkel mit ihrer Unfähigkeit an tun bzw.  angetan haben !!! Machen Sie Platz , sie sind alle fehl am Platz  !!!  Haut endlich ab und nehmt die Invasoren die ihr eingeladen habt mit !!! Das bestreitet ihr ja bis heute das sie eingeladen habt !!!! 
Verschwindet auf nimmer Widersehen  !!!!!";FALSE
855502084488216;"Aber !
Das Wort ""Kanake"" ist  noch lange nicht so schlimm  wie die massive Verletzung  der Gefühle ganzer Völker !
Außerdem besagt Kanake in einschlägiger Relevanz nix anderes als das Wort Deutscher !
> Angehöriger eines Volkes !";FALSE
1092524794119276;Deutsche Land gute Land nix Arbeit viel Geld. Deren Motto, und hier kämpfen manche Hartz 4 Empfänger ums nackte Überleben;FALSE
1095966353775120;"Wann wird endlich mit aller Härte gegen diese kriminelle Brut vorgegangen? Was sollen sich die Einheimischen noch alles gefallen lassen?Ach so, diese armen, armen Kinder...die sind ungefähr in dem Alter, wo man in diesen Ländern mit Kalaschnikows ""spielt""! Oder das Köpfen lernt...";FALSE
856946647677093;"Es gibt keine radikalen Muslime in Deutschland? Wie kann es dann sein, dass solche nach Syrien ausreisen , sich dem is anschließen und dann wieder zurückkehren? "" das sind nur ein paar"" ja, richtig. Mit 5000 Leuten gegen 150 NPD Trottel zu demonstrieren ist das Bürgerpflicht, aber gegen 400 radikale Muslime zu protestieren ist Rassismus? Aha....";FALSE
1111502265554862;Und das jetzt bitte in ganz Deutschland so !!!!!! Und ihr werdet sehen das dann viel weniger von diesen illegalen Invasoren nach Deutschland kommen wollen ,weil es halt keine Kohle mehr hier gibt ??????.;TRUE
1095905927114496;Wenn so ein LKW erst mal rollt sitzen die sicher nicht mehr da. Schade das es noch zu viele nette Menschen gibt.;FALSE
1065034993534923;"Achtung, ... es ist bald Ostern!
Wer weiß, was die alles noch so ""finden""!Vielleicht  werden noch ein paar Goldeier ausgelegt.Die werden durch die ehrlichen Finder dann auch selbstlos zurückgebracht. Das erinnert an aportierende Hunde ,aber man will die Hunde jedoch nicht beleidigen.??";TRUE
1152533004785121;jegliche Spenden zukünftig verweigern. Wenn sie auf der Straße oder an der Haustür betteln, sofort in die Schnauze hauen. ( 62j. und kein Mitglied bei der AFD ) übrigens nach meiner Kenntnis ist die AWO eine Organisation der S - charia P - artei D - eutschland- !;FALSE
982677471770676;Die Flüchtlinge legen doch am ungarischem Zaun auch eine Aggressivität an den Tag.... die so nicht normal ist. Werfen Steine gegen die ungarischen Grenzposten usw..... Was machen die mit Deutschland... und uns.... wenn es dann auch nicht nach denen Ihrer Nase geht. Und Sie hier nicht das bekommen was sie sich erhoffen. So geht es nämlich auch nicht.;FALSE
882681151770309;Die armen Vergewalniger und Schmachotzylanten :(;FALSE
982694885102268;Hoffentlich sieht Frau Merkel und die hirnlosen Helfer aus München, was sie angerichtet haben!!!! HIRNLOS! nicht weiter denken können, und dann noch das Maul aufreissen!;FALSE
1065001356871620;Vielleicht schicken wir auch noch einen syrischen Wirtschaftsmigranten in den Indischen Ozean, der das vermisste Flugzeug MH-370 der Malaysia Airline vermutlich in 20 minuten finden wird. Muss aber ein richtiger syrischer Wirtschaftsflüchtling sein und nicht einer von den 99% die sich dafür ausgeben...!!!;FALSE
858009350904156;"Neofaschistische Linksradikale sind keinen Deut besser, Regine.

Judenhasser sind aber die Moslems!
Doch dass die rechtsradikal genannt werden ist selbst mir neu.
Okay, dann gibts also ab heute rechtsradikale Muslime, oder Rechtslime oder Musnazis.
Klasse.

PEGIDAs sind eben nicht Judenfeindlich, oder sonstwie rechtsradikal - bei uns laufen Israeliten mit ihren Fahnen Seite an Seite, ohne dass ihnen irgend etwas schlimmes passiert.
Sogar eine japanische Flagge hab ich gesehen, am Sonntag.
Keiner hat die Israel- oder Japanfahne angezündet oder deren Träger angegriffen.
Zumindest keiner auf der PEGIDA-Kundgebung.
Für die Gegendemonstranten lege ich meine Hand aber lieber nicht ins Feuer.

Du bist doch nicht ganz ..., nee ich verkneifs mir.";FALSE
982702985101458;Die Schneider hat doch den Knall noch nicht gehört , spätestens wen Ali und Mustafa sich so richtig an ihr vergehen dann ist das Geschrei groß , Schrei aber bitte nicht um Hilfe und lass es über dich ergehen .. Oder die Schneider  steht uff Asylantenschwänze dann wäre ihr dämlicher Kommentar plausibel ...!!!;FALSE
989203981118025;unglaublich! gefährlich sind die asylanten!;FALSE
856765377695220;"Andre Melzer stell dir vor, es gibt durchaus auch Menschen, die eure Parolen von vornherein einfach mal scheiße finden und nicht ""von der 'Lügenpresse' dazu gebracht wurden""....";FALSE
